Instituição,Faculdade,Curso,Grau,Informações adicionais do curso (ex. em parceria com),Duração / ETCS,vagas_ano_das_vagas,vagas_fase_1,vagas_fase_2,vagas_fase_3,nota_do_ultimo_colocado_ano_ultimo_classificado,nota_do_ultimo_colocado_notas_fase_1,nota_do_ultimo_colocado_notas_fase_2,nota_do_ultimo_colocado_notas_fase_3,nota_do_ultimo_colocado_notas,provas_de_ingresso_ano_das_provas,provas_de_ingresso_expressao,provas_de_ingresso_provas,classificacao_minima_ano_da_classificacao,classificacao_minima_nota_de_candidatura,classificacao_minima_nota_prova_de_ingresso,formula_de_calculo_ano_da_formula,formula_de_calculo_percentagem_secundario,formula_de_calculo_nota_prova_de_ingresso,Pré-requisitos,Descrição,Saídas profissionais,Certificacao,Destaque,Novo,Selo
Universidade do Porto,proposta,Direito,Licenciatura - 1º ciclo,,4 anos / 240 ECTS,2025,155,,,2024,"182,2","184,0",,,2025,Um dos seguintes conjuntos:,06 Filosofia 18 Português ou 11 História 18 Português ou 19 Matemática A 18 Português,2025,120,120,2025,50%,50%,,"Direcionado para a formação de licenciados aptos para a atividade jurídica, o curso de Direito está estruturado de forma a proporcionar-te os conhecimentos essenciais sobre as diferentes áreas do ordenamento jurídico: ciências privatísticas, ciências políticas, ciências históricas, ciências económicas, ciências criminais, ciências administrativas e direito da União Europeia. Terás ainda disciplinas opcionais que te permitem adequar a tua formação à variedade exigida pela vida profissional.",Advocacia; Magistratura Judicial; Magistratura do Ministério Público; Diplomacia; Notariado; Registos; Polícia Judiciária; Solicitadoria; Consultadoria Jurídica a empresas; Juízes de paz e mediadores.,,0,0,
Universidade do Porto,Faculdade de Economia,Economia,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,208,,,2024,"178,3","181,0",,,2025,Um dos seguintes conjuntos:,04 Economia 19 Matemática A ou 19 Matemática A 18 Português ou 04 Economia 19 Matemática A 18 Português,2025,110,120,2025,50%,50%,,"A licenciatura em Economia é um curso de banda larga que fornece formação em economia, mas também na área da gestão, a que se juntam diversas áreas instrumentais, como são os casos dos métodos quantitativos, do direito e da contabilidade.
Para o estudante que, no final da licenciatura, pretenda ingressar no mercado de trabalho, a formação obtida garante-lhe as ferramentas básicas para o efeito. Para o estudante que pretende prosseguir estudos, a licenciatura em Economia da FEP fornece uma sólida formação que lhe permite aceder, com garantia de sucesso, a qualquer mestrado nas áreas da economia ou da gestão, seja na FEP ou em qualquer outra universidade, no país ou no exterior.","Análise e consultoria económica, apoio à definição de políticas públicas, sistemas de informação, finanças e gestão de empresas nas suas diversas vertentes (estratégica e operacional).",,0,0,
Universidade do Porto,Faculdade de Economia,Gestão,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,208,,,2024,"183,5","186,5",,,2025,Um dos seguintes conjuntos:,04 Economia 19 Matemática A ou 19 Matemática A 18 Português ou 04 Economia 19 Matemática A 18 Português,2025,110,120,2025,50%,50%,,"Sonhas com uma carreira de sucesso no mundo empresarial? A licenciatura em Gestão oferece-te as ferramentas necessárias para o desempenho de funções de gestão em organizações de todas as dimensões e setores, incluindo áreas como finanças, marketing, operações e recursos humanos. Com uma formação abrangente em ciências empresariais e economia, o curso combina conhecimentos de áreas como as ciências sociais, direito, matemática e gestão da informação. Além disso, poderás desenvolver as tuas competências pessoais e sociais (soft skills), essenciais para liderares e trabalhares em equipa com eficácia. A licenciatura em Gestão permite ainda a obtenção de um duplo grau (de licenciado) com a Universidade de São Paulo, Brasil, uma das  mais prestigiadas da América Latina!","Consultoria e gestão de empresas nas seguintes áreas: financeira, marketing, operações e logística, recursos humanos, auditoria, fiscalidade, contabilidade e controlo de gestão.",,0,0,
Universidade do Porto,Faculdade de Engenharia,Bioengenharia,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,98,,,2024,"181,8","194,5",,,2025,Um dos seguintes conjuntos:,02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A,2025,100,95,2025,50%,50%,,"O curso de Bioengenharia da U.Porto prepara-te para a resolução multidisciplinar de problemas de biomedicina e de biotecnologia industrial, sob as perspetivas da engenharia de processos e da engenharia molecular.
Após um tronco comum de três anos, poderás enveredar por um de três ramos ou especializações: Engenharia Biomédica, Biológica e Biotecnologia Molecular.","Ramo Engenharia Biomédica: instrumentação biomédica, processamento e análise de sinais e imagens biomédicas, dispositivos médicos, engenharia de tecidos, telemedicina, bioinformática, robótica médica e biónica. Ramo Engenharia Biológica: indústrias de processos químico-biológicos (farmacêutica, alimentar, cosméticos, etc.) e de valorização de materiais naturais, ambiente e saúde ambiental (tratamento de resíduos contaminados, qualidade ambiental em unidades hospitalares e empresas da área da saúde). Ramo Biotecnologia Molecular: conceção e desenvolvimento de novos produtos com base em biologia molecular, particularmente fármacos e sistemas de diagnóstico.
",,0,0,
Universidade do Porto,Faculdade de Engenharia,Engenharia Aeroespacial,Licenciatura - 1º ciclo,,3 Anos / 180 ECTS,2025,30,,,2024,"194,5",,,,2025,,07 Física e Química 19 Matemática A,2025,130,130,2025,50%,50%,,"Um dos cursos mais procurados em Portugal logo no seu ano de estreia, a licenciatura em Engenharia Aeroespacial da FEUP oferece-te uma formação transversal, sistémica e multidisciplinar no domínio da engenharia aeroespacial. Conciliando uma forte componente laboratorial e computacional, alicerçada na cooperação com as principais empresas do setor aeroespacial, o curso vai dotar-te de conhecimentos sólidos e integrados nas áreas científicas fundamentais desta engenharia: matemática e física, materiais e de estruturas, fluidos e energia, sistemas e computação.",Indústria da aviação; Satélites e tecnologia; Investigação científica e desenvolvimento; Agências espaciais; Indústria de defesa,https://testes.local/wp-content/uploads/2024/04/prr-logos-1.jpg,0,1,https://testes.local/wp-content/uploads/2024/04/jovemsteam-1.jpg
Universidade do Porto,proposta,Engenharia do Ambiente,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,34,,,2024,"135,5","146,0",,,2025,Um dos seguintes conjuntos:,02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A,2025,100,95,2025,50%,50%,,"Reunindo uma formação de base sólida e forte conteúdo científico, com uma forte ênfase na interação entre teoria e prática, o curso de Engenharia Civil prepara-te para lidares com uma ampla gama de temas complexos e para iniciares uma carreira profissional em organizações públicas e privadas, ou na investigação científica.","Projeto, execução, fiscalização, coordenação e controlo de obras públicas - nomeadamente de edifícios, de vias de comunicação rodoviária e ferroviária, de pontes e viadutos, de aproveitamentos hidráulicos e de saneamento básico - e privadas, sobretudo de edifícios de habitação, de edifícios industriais e de infraestruturas.",,0,0,
Universidade do Porto,Faculdade de Engenharia,Engenharia Civil,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,121,,,2024,"143,8","153,5",,,2025,,07 Física e Química 19 Matemática A,2025,100,95,2025,50%,50%,,"Na licenciatura em Engenharia de Materiais encontrarás uma sólida formação em Ciências dos Materiais, Caracterização, Tecnologia e Processamento, Projeto, Gestão e Inovação em Materiais, que te permitirá contribuir – em contexto de Indústria, nos Serviços ou na Investigação – para o avanço tecnológico em áreas tão diversas como a indústria automóvel, aeroespacial, petroquímica, biomédica ou eletrónica.","Empresas com necessidade de especialistas em metais, polímeros cerâmicos e compósitos, processamento de metais, fundição, tratamentos térmicos, corrosão e aplicação de revestimentos, projeto de componentes, inspeção, ensaios e certificação de sistemas, gestão ambiental e tratamento de resíduos, gestão de operações e melhoria contínua.",,0,0,
Universidade do Porto,Faculdade de Engenharia,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,230,,,2024,"151,3","156,5",,,2025,,07 Física e Química 19 Matemática A,2025,100,100,2025,50%,50%,,"O curso de Engenharia de Minas e Geoambiente garante-te uma formação alargada na área da engenharia dos Georrecursos e do Geoambiente, orientada para a execução de tarefas ligadas à exploração de águas, minas e pedreiras, abertura de túneis, recuperação de sítios contaminados e prospeção geofísica.
A formação contempla ainda conhecimentos no domínio da gestão e disciplinas avançadas e de projeto, que prometem desafiar a tua criatividade.","Indústria extrativa em minas, pedreiras, cimenteiras e indústria da água; construção civil; laboratórios de investigação aplicada; serviços de fiscalização e licenciamento; gabinetes de projeto e de planeamento; estudos de impacto e diagnóstico ambiental; empresas vocacionadas para intervenções na área do Geo-ambiente; serviços de ordenamento territorial.",,0,0,
Universidade do Porto,Faculdade de Engenharia,Engenharia e Gestão Industrial,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,112,,,2024,"186,3","192,0",,,2025,,07 Física e Química 19 Matemática A,2025,140,140,2025,50%,50%,,"Ambicionas fazer a diferença no combate à poluição e na proteção do planeta? Na licenciatura em Engenharia do Ambiente vais aprender como os poluentes são gerados, medidos e controlados, através de um ensino fortemente prático, multidisciplinar e direcionado para o desenho de soluções tecnológicas inovadoras para os problemas ambientais, que promovam um desenvolvimento industrial e social sustentável.","Indústrias e empresas de diferentes especialidades ou dedicadas ao ambiente, assim como serviços e agências municipais, em áreas como: avaliação ambiental, gestão ambiental, ecologia industrial, gestão de recurso hídricos; projeto e gestão de estações de abastecimento e tratamento de águas/águas residuais; projeto e gestão de sistemas de tratamento de resíduos sólidos; reabilitação de solos e aquíferos; gestão de ecossistemas; planeamento e ordenamento do território; entre outras",,0,0,
Universidade do Porto,Faculdade de Engenharia,Engenharia Informática e Computação,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,284,,,2024,"170,8","181,3",,,2025,Um dos seguintes conjuntos:,07 Física e Química 19 Matemática A ou 19 Matemática A 18 Português,2025,140,140,2025,50%,50%,,"Gostavas de combinar competências em engenharia e gestão para liderar projetos e promover a inovação nas empresas? A licenciatura em Engenharia e Gestão Industrial dá-te essa oportunidade, através de uma sólida formação em matemática e física, aliada a conhecimentos técnicos em áreas como Conceção e Fabrico, Fluídos e Energia, e Automação Industrial, e a uma visão integrada do funcionamento das empresas e da economia. Ao longo do curso, podes ainda desenvolver competências sociais essenciais, como a comunicação, o trabalho em equipa e a responsabilidade social.","O diploma em Engenharia e Gestão Industrial permite exercer funções de gestão em várias áreas funcionais de empresas, incluindo gestão de operações, sistemas de informação e análise financeira. Quem demonstrar apetência para o empreendedorismo, inovação e liderança poderá também iniciar os seus próprios negócios.",,0,0,
Universidade do Porto,Faculdade de Engenharia,Engenharia de Materiais,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,27,,,2024,"150,5","175,8",,,2025,,07 Física e Química 19 Matemática A,2025,100,95,2025,50%,50%,,"A licenciatura em Engenharia Eletrotécnica e de Computadores (EEC) abre-te as portas para uma carreira de sucesso em áreas tecnológicas de ponta, por via de uma formação sólida e abrangente em Matemática, Física e nas áreas mais específicas da EEC: Análise de Circuitos, Sinais e Sistemas, Teoria do Controlo, Sistemas Digitais e Arquitetura de Computadores, Programação, Instrumentação e Medição, e Sistemas Elétricos de Energia. No final do curso, serás capaz de analisar sistemas elétricos e eletrónicos de alguma complexidade, explicar os seus princípios de funcionamento e avaliar o respetivo desempenho. Pelo caminho, podes desenvolver a capacidade de expressão, de trabalho em equipa e de liderança, e adquirir sensibilidade para questões éticas e ambientais.","Setores da indústria e dos serviços tradicionalmente ligados à Engenharia Eletrotécnica e de Computadores (Energia, Telecomunicações, Sistemas de Informação, Eletrónica, Controlo e Instrumentação) e demais atividades que fazem uso
das tecnologias da informação em tarefas de planeamento, exploração, manutenção e gestão.",,0,0,
Universidade do Porto,Faculdade de Engenharia,Engenharia Mecânica,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,210,,,2024,"178,8","178,8",,,2025,,07 Física e Química 19 Matemática A,2025,140,140,2025,50%,50%,,"Se procuras uma formação avançada e reconhecida pelo mercado de trabalho nos domínios da arquitetura de sistemas informáticos e das tecnologias de informação e comunicação, este é o curso certo! Assente numa sólida formação de base nas diversas áreas da informática, a licenciatura em Engenharia Informática e Computação abre-te as portas a uma especialização em áreas tão diversas como: Engenharia de Software e Sistemas de Informação; Redes e Tecnologias de Informação; Sistemas Inteligentes e Multimédia.","Integração em equipas de desenvolvimento de aplicações para várias plataformas (Web, dispositivos móveis, etc.) e domínios de aplicação (saúde, transportes, comércio eletrónico, indústria, banca e seguros, entretenimento, governo eletrónico, etc.); integração em equipas de gestão de operações de TIC (administração de sistemas, administração de redes de computadores, administração de dados, cibersegurança, etc.); ingresso em curso de mestrado para aprofundamento e especialização de conhecimentos.",,0,0,
Universidade do Porto,Faculdade de Engenharia,Engenharia de Minas e Geo-Ambiente,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,20,,,2024,"126,5","130,5",,,2025,Um dos seguintes conjuntos:,02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A,2025,100,95,2025,50%,50%,,"A licenciatura em Engenharia Mecânica dá-te a oportunidade de aplicares as competências técnicas e os conhecimentos obtidos na resolução, de forma integrada, de um elevado número de problemas da humanidade, como a melhoria das condições de vida e a sustentabilidade do planeta. Como? Através de uma formação integrada, multidisciplinar, e que te oferece cinco campos de especialização: Automação, Gestão da Produção; Energia Térmica; Projeto e Construção Mecânica; e Produção, Conceção e Fabrico.","Construção de equipamentos mecânicos e térmicos (veículos automóveis e ferroviários, máquinas-ferramenta, estruturas metálicas, caldeiras, permutadores de calor); produção de energia (energia térmica, energia eólica, novas energias, climatização, qualidade do ar interior); planeamento e de gestão da produção (logística, transportes, manutenção industrial, gestão de recursos humanos, gestão da qualidade); automação industrial (automatização de linhas de produção, robótica, sistemas de controlo); desenvolvimento e aplicação de novos materiais (materiais cerâmicos, compósitos, poliméricos, bio-materiais); projeto e desenvolvimento de novos produtos (design integrado, ergonomia, sustentabilidade).",,0,0,
Universidade do Porto,Faculdade de Engenharia,Engenharia Química,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,63,,,2024,"164,0","183,0",,,2025,,07 Física e Química 19 Matemática A,2025,100,95,2025,50%,50%,,"O curso de Engenharia Química proporciona uma forte formação de base em Matemática, Química, Física, Ciências Biológicas e Ciências da Engenharia Química.
Assente numa cultura prática de engenharia em simultâneo coma a atividade de projeto, o curso oferece-te ainda a possibilidade de especialização em três ramos distintos: Processos e Produto; Energia e Ambiente; e Biotecnologia.","O diploma em Engenharia Química garante um largo leque de oportunidades profissionais em atividades industriais ou de serviços, seja no setor privado, seja no público. Para além disso, ficarás com as competências necessárias para ingressar num mestrado em Engenharia Química ou em áreas afins.",,0,0,
Universidade do Porto,Faculdade de Farmácia,Ciências Farmacêuticas,Mestrado Integrado,,5 anos / 300 ECTS,2025,175,,,2024,"153,5","152,2",,,2025,,02 Biologia e Geologia 07 Física e Química,2025,95,95,2025,50%,50%,,"Aquele que é um dos mais antigos cursos de Ciências Farmacêuticas do país assenta numa formação de banda larga, pensada com o objetivo de formar profissionais altamente qualificados, capazes de exercerem as diversas atividades associadas à profissão farmacêutica. Segue a nossa receita!",Análises Clínicas; Análises Químicas e Biológicas; Distribuição de Medicamentos; Farmácia Comunitária; Farmácia Hospitalar; Indústria Farmacêutica; e Investigação.,,0,0,
Universidade do Porto,Faculdade de Letras,Arqueologia,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,29,,,2024,"150,6","154,4",,,2025,Duas das seguintes provas:,09 Geografia 11 História 18 Português,2025,100,95,2025,50%,50%,Grupo D - Capacidade de visão,"A licenciatura em Arqueologia da FLUP oferece-te uma visão privilegiada sobre as grandes áreas da Arqueologia, desde a Arqueologia Pré-Histórica à Arqueologia Moderna e Contemporânea. O objetivo do curso passa por formar arqueólogos capazes de lidar com informação complexa e contraditória, aptos a integrar equipas de investigação e dotados de consciência crítica sobre o papel e o lugar do Homem no mundo .","O diploma em Arqueologia permite o desempenho de tarefas nos domínios do Património Arqueológico e Cultural, nomeadamente em: organismos da administração central e desconcentrada; organismos autárquicos (gabinetes de arqueologia, divisões de património, etc.); museus (nacionais, municipais ou outros) e instituições públicas ou privadas com coleções; gabinetes de arquitetura; gabinetes de gestão patrimonial; empresas de Arqueologia; e outras
empresas ligadas ao Património. Poderás, ainda, exercer atividade na área de investigação ou como profissional liberal.",,0,0,
Universidade do Porto,Faculdade de Letras,Ciência da Informação,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,46,,,2024,"144,0","147,0",,,2025,Um dos seguintes conjuntos:,19 Matemática A 18 Português ou 13 Inglês 18 Português,2025,100,95,2025,50%,50%,,"Na licenciatura em Ciência da Informação da U.Porto, encontrarás uma formação ajustada à nova realidade da Sociedade da Informação, em que os profissionais dos arquivos e das bibliotecas, os administradores de dados e de sistemas de informação e, em geral, os gestores de informação nas organizações desenvolvem a sua atividade. No final do curso, espera-se que estejas habilitado a utilizar adequadamente as tecnologias como meio indissociável dos processos de produção, tratamento e difusão da informação, bem como a compreender e aplicar técnicas de avaliação de fontes e recursos de informação, e técnicas de gestão de sistemas e serviços de informação.","Administrador de dados; Analista de informação; Arquivista; Auditor de informação; Bibliotecário; Cientista da informação; Consultor em informação; Documentalista; Gestor de informação ou gestor de conteúdos, nomeadamente na Internet; Gestor de recursos de informação; Gestor de sistemas de informação em organismos públicos ou privados.",,0,0,
Universidade do Porto,Faculdade de Letras,Ciências da Comunicação,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,75,,,2024,"173,0","176,8",,,2025,Um dos seguintes conjuntos:,11 História 18 Português ou 13 Inglês 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português,2025,100,95,2025,50%,50%,Grupo D - Capacidade de visão,"Assente num plano de estudos que combina os conhecimentos de teoria da comunicação com uma forte componente prática em modernos estúdios de televisão e rádio, e em laboratórios multimédia online, o curso de Ciências da Comunicação da U.Porto garante-te a formação adequada para o exercício de diferentes profissões dentro do universo da Comunicação. No fim do segundo ano da licenciatura poderás optar por um dos seguintes ramos de especialização: Jornalismo, Assessoria ou Multimédia.","Jornalismo (escrito, radiofónico, televisivo e online) e Comunicação; Assessoria da Comunicação (relações públicas, assessoria de imprensa e de imagem, comunicação empresarial); Comunicação Multimédia (conceção e produção de conteúdos multimédia).",,0,0,
Universidade do Porto,Faculdade de Letras,Ciências da Linguagem,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,24,,,2024,"146,6","153,6",,,2025,,18 Português e Uma das seguintes provas: 01 Alemão 05 Espanhol 06 Filosofia 08 Francês 13 Inglês 15 Literatura Portuguesa,2025,100,95,2025,50%,50%,,"Tendo como objeto de estudo a linguagem verbal humana e as línguas naturais, a licenciatura em Ciências da Linguagem assenta numa abordagem teórico-prática que te permitirá estudar, de forma aprofundada, as propriedades da gramática das línguas naturais (com especial incidência na Língua Portuguesa), mas também as formas de aquisição de língua materna e de línguas não maternas, ou o modo de processamento da linguagem oral e escrita. 
O curso apresenta dois percursos de formação: Linguística e Português Língua Não Materna.","Variante de Linguística: investigação pluridisciplinar; linguística computacional; linguística clínica; lexicografia e terminologia (produção de dicionários); edição de textos; consultoria linguística; assessorias; dinamização cultural e ensino do português-língua materna. 
Variante de Português Língua Não Materna: investigação; cursos de pós-graduação profissionalizantes; ensino do português-língua não materna; produção de materiais didáticos do português língua não materna; assessoria; consultoria linguística; dinamização cultural.",,0,0,
Universidade do Porto,Faculdade de Letras,Filosofia,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,55,,,2024,"150,8","150,0",,,2025,Um dos seguintes conjuntos:,06 Filosofia 18 Português ou 16 Matemática 18 Português ou 13 Inglês 18 Português,2025,100,95,2025,50%,50%,,"Na licenciatura em Filosofia propomos-te uma ""viagem"" recheada de conhecimento, reflexão crítica e argumentação, na companhia das obras e dos autores mais representativos dos 2.500 anos de História da Filosofia. Pelo meio, irás desenvolver competências que podes aplicar na análise de conceitos e argumentos, e no questionamento da ação humana e das ciências; vais explorar os domínios centrais da Filosofia (metafísica, epistemologia, lógica, ética, filosofia política e estética), bem como outros mais específicos, tais como a fenomenologia, a filosofia da religião, ou a bioética.","Docência; investigação científica, fundamental e aplicada; atividade editorial e no campo das artes; atividade política e diplomática; comunicação social; dinamização cultural.",,0,0,
Universidade do Porto,Faculdade de Letras,Geografia,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,69,,,2024,"147,6","147,0",,,2025,Duas das seguintes provas:,02 Biologia e Geologia 09 Geografia 17 Mat. Apl. Ciências Soc. 18 Português,2025,100,95,2025,50%,50%,Grupo D - Capacidade de visão,"Situada nas áreas de confluência entre as Ciências da Terra e do Ambiente e as Ciências Sociais, a licenciatura em Geografia confere uma sólida formação de base em torno dos conceitos transversais de ambiente, recursos naturais, território, ordenamento e sociedade. Com uma forte componente prática, o curso utiliza como instrumentos base de trabalho as tecnologias de informação e a cartografia.","Organizações e serviços públicos e privados ligados ao Planeamento, Ordenamento e Gestão do Território; Cartografia e Sistemas de Informação Geográfica; Turismo; Investigação em Geografia Física e Geografia Humana; Ensino (básico, secundário e superior).",,0,0,
Universidade do Porto,Faculdade de Letras,História,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,77,,,2024,"166,8","170,6",,,2025,Duas das seguintes provas:,09 Geografia 11 História 18 Português,2025,100,95,2025,50%,50%,Grupo B - Comunicação interpessoal,"Na licenciatura em História encontrarás uma formação sólida na área científica da História, a qual te permitirá compreender a forma como as pessoas existiam, interagiam e pensavam nos diferentes contextos históricos; interpretar e usar de uma forma crítica textos e outras fontes de informação; apreciar a complexidade e diversidade de situações, acontecimentos e mentalidades do passado; e conhecer os problemas inerentes ao registo histórico em si mesmo. Tudo isto apoiado em conhecimentos, instrumentos e técnicas orientados para a intervenção profissionalizada nos universos cultural e social.",Ensino; investigação científica; turismo; gestão de programas culturais; relações públicas e comunicação social; atividade editorial; atividade de consultadoria; produção de conteúdos; câmaras e fundações; arquivos e bibliotecas; museus; gabinetes de estudo.,,0,0,
Universidade do Porto,Faculdade de Letras,História da Arte,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,38,,,2024,"155,4","156,4",,,2025,Duas das seguintes provas:,06 Filosofia 12 Hist. da Cultura e Artes 11 História 18 Português,2025,100,95,2025,50%,50%,Grupo D - Capacidade de visão,"Para além de uma visão privilegiada sobre a evolução das várias formas artísticas em diferentes contextos histórico-culturais, a licenciatura em História da Arte permite-te desenvolver competências ao nível da investigação, bem como uma consciência crítica e construtiva sobre o papel social e cultural da Arte.","O diploma em História da Arte habilita ao exercício de funções de investigador, autor, consultor, programador, coordenador (estudos de desenvolvimento potenciando espólios artísticos e bens patrimoniais imóveis) e formador (cursos, conferências e outras atividades educativas) em gabinetes, museus, galerias, centros culturais, fundações, institutos, empresas e outras entidades, públicas ou privadas.",,0,0,
Universidade do Porto,Faculdade de Letras,Línguas Aplicadas,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,60,,,2024,"174,4","178,8",,,2025,,18 Português e Uma das seguintes provas: 01 Alemão 05 Espanhol 08 Francês 13 Inglês 14 Latim 15 Literatura Portuguesa,2025,100,95,2025,50%,50%,,"Queres ajudar a construir pontes à escala global? Dividida em dois perfis distintos (Tradução e Línguas Aplicadas às Relações Empresariais), a licenciatura em Línguas Aplicadas oferece-te as ferramentas - linguísticas e comunicativas - necessárias para construíres uma carreira de sucesso nas áreas da tradução, interpretação, relações empresariais e afins. Ao longo do curso, vais ainda adquirir conceitos indispensáveis para a compreensão e análise de fenómenos linguísticos e culturais.","Profissões nas áreas de: tradução, gestão, mediação cultural, serviços, relações públicas e indústrias culturais.",,0,0,
Universidade do Porto,Faculdade de Letras,Línguas e Relações Internacionais,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,80,,,2024,"181,4","187,4",,,2025,,18 Português e Uma das seguintes provas: 01 Alemão 05 Espanhol 08 Francês 13 Inglês 15 Literatura Portuguesa,2025,100,95,2025,50%,50%,,"Diferenciada pelo seu carácter transversal, a licenciatura em Línguas e Relações Internacionais oferece-te uma sólida formação em duas línguas estrangeiras, bem como conhecimentos aprofundados nos domínios da sociologia, do direito, da economia e da história, numa perspetiva internacional. Pelo meio, vais poder conhecer e explorar conceitos, teorias, estruturas, métodos e natureza das relações internacionais nos seus contextos histórico-políticos e socioeconómicos.","Profissões que exijam um bom conhecimento da área das relações internacionais, nomeadamente em instituições europeias, embaixadas e consulados, empresas com relações internacionais e órgãos de comunicação social. Esta formação poderá viabilizar o futuro acesso à carreira diplomática e à carreira de investigação na área.",,0,0,
Universidade do Porto,Faculdade de Letras,"Línguas, Literaturas e Culturas",Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,79,,,2024,"172,4","173,8",,,2025,,18 Português e Uma das seguintes provas: 01 Alemão 05 Espanhol 08 Francês 13 Inglês 14 Latim 15 Literatura Portuguesa,2025,100,95,2025,50%,50%,,"Estudar de forma aprofundada o Alemão, o Espanhol, o Francês, o Inglês ou o Latim e o Grego, desvendar a cultura clássica ou descobrir a literatura dos países africanos de expressão portuguesa... Tudo isto é possível neste curso orientado para o ensino alargado das línguas, culturas e literaturas, bem como de unidades curriculares que problematizam os fenómenos linguístico e literário, permitindo uma aplicação prática no ensino das línguas e nas relações interculturais."," Profissões que exijam um bom domínio da língua portuguesa e de línguas estrangeiras, designadamente em instituições europeias, embaixadas e consulados, empresas com relações internacionais, órgãos de comunicação social, turismo, indústria editorial, gestão de recursos humanos e animação cultural. A formação em ensino permitirá a lecionação de Português e Línguas Estrangeiras nos ensinos básico e secundário.",,0,0,
Universidade do Porto,Faculdade de Letras,Literatura e Estudos Interartes,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,42,,,2024,"155,0","155,6",,,2025,,18 Português e Uma das seguintes provas: 06 Filosofia 12 Hist. da Cultura e Artes 13 Inglês 15 Literatura Portuguesa,2025,100,95,2025,50%,50%,,"Gostas de literatura, mas também te interessas por outras artes, como a música, teatro, cinema, artes visuais? Então este novo curso da U.Porto foi pensado para ti! Na licenciatura em literatura e estudos interartes vais adquirir competências adequadas ao exercício de profissões do campo da mediação cultural, nas quais a literatura é, por norma, articulada com outras práticas artísticas, designadamente com as artes visuais e audiovisuais, e com as práticas teatrais.","Centros culturais, bibliotecas, teatros, editoras, entre outras instituições de índole cultural. Os diplomados em Literatura e Estudos Interartes podem também prosseguir estudos de 2.º ciclo (mestrado) conducentes a saídas profissionais no campo da programação e intervenção cultural, ou ao desenvolvimento de carreiras de investigação científica.",,0,0,https://testes.local/wp-content/uploads/2024/04/jovemsteam-1.jpg
Universidade do Porto,Faculdade de Letras,Sociologia,Licenciatura - 1º ciclo,,3 anos / 180 ECTS,2025,44,,,2024,"158,6","159,6",,,2025,,18 Português e Uma das seguintes provas: 06 Filosofia 09 Geografia 11 História 17 Mat. Apl. Ciências Soc.,2025,100,95,2025,50%,50%,,A licenciatura em Sociologia dá-te a possibilidade de adquirires competências nos domínios estruturadores do pensamento sociológico; competências metodológicas orientadas para a análise dos processos sociais; competências de intervenção social cientificamente sustentadas. Espera-se ainda que fiques a conhecer a produção sociológica nacional e internacional e desenvolvas uma cultura de cidadania crítica e reflexiva.,"Organizações sociais e empresariais: elaboração de estudos de mercado, de publicidade e marketing; estudos sobre clima social e satisfação laboral; projetos de intervenção social; formação melhoria contínua; gestão de recursos humanos;
mediação de conflitos. Autarquias e instâncias do desenvolvimento regional e local: intervenção social, urbanística, ambiental e escolar; gestão e requalificação do património cultural; formação e animação cultural. Organizações públicas e privadas: inclusão de grupos sociais desfavorecidos; colaboração na administração escolar, hospitalar e outras; políticas de saúde, de emprego, de educação e formação, de habitação, de cultura e turismo. Centros de investigação: análise de bibliografia; desenvolvimento de trabalho de campo; produção, tratamento e análise de informação.
",,0,0,
